OBJECTID,GEO.id,dec_ma,dec_tp,dec_mp,dec_mpp,dec_fp,dec_fpp,dec_aap,dec_aapp,acs_ma,acs_tp,acs_mp,acs_mpp,acs_fp,acs_fpp,acs_aap,acs_aapp
947,1400000US24033801708,30.9,3746,1759,47.0,1987,53.0,3362,89.7,34.4,3503,1591,45.4,1912,54.6,3116,89.0
948,1400000US24033801802,33.5,4133,1843,44.6,2290,55.4,3796,91.8,32.5,3828,1842,48.1,1986,51.9,3743,97.8
949,1400000US24033801804,42.5,2122,971,45.8,1151,54.2,1934,91.1,45.7,1980,1029,52.0,951,48.0,1686,85.2
950,1400000US24033801807,35.4,4717,2165,45.9,2552,54.1,4528,96.0,34.2,4827,2318,48.0,2509,52.0,4496,93.1
951,1400000US24033801808,33.5,3686,1625,44.1,2061,55.9,3405,92.4,36.6,3594,1786,49.7,1808,50.3,3145,87.5
952,1400000US24033801901,42.5,4706,2299,48.9,2407,51.1,3401,72.3,42.6,4778,2322,48.6,2456,51.4,3735,78.2
953,1400000US24033801904,33.7,3355,1675,49.9,1680,50.1,2442,72.8,35.3,3480,1816,52.2,1664,47.8,2201,63.2
954,1400000US24033801905,39.2,3425,1598,46.7,1827,53.3,2598,75.9,36.7,4799,2255,47.0,2544,53.0,3851,80.2
955,1400000US24033801906,32.0,2379,1110,46.7,1269,53.3,1619,68.1,36.0,2208,1140,51.6,1068,48.4,1626,73.6
956,1400000US24033801907,,,,,,,,,40.0,3666,1696,46.3,1970,53.7,3375,92.1
957,1400000US24033802001,28.1,5595,2516,45.0,3079,55.0,5140,91.9,30.1,5581,2518,45.1,3063,54.9,4762,85.3
958,1400000US24033802002,33.2,3936,1801,45.8,2135,54.2,3464,88.0,36.3,3517,1513,43.0,2004,57.0,3292,93.6
959,1400000US24033802103,35.8,2970,1366,46.0,1604,54.0,2374,79.9,39.1,2674,1178,44.1,1496,55.9,2255,84.3
960,1400000US24033802106,,,,,,,,,28.5,4343,2039,46.9,2304,53.1,4163,95.9
961,1400000US24033802107,,,,,,,,,26.0,4339,2043,47.1,2296,52.9,4271,98.4
962,1400000US24033802201,36.9,2096,983,46.9,1113,53.1,1443,68.8,38.4,1733,724,41.8,1009,58.2,1205,69.5
963,1400000US24033802204,36.7,5524,2490,45.1,3034,54.9,5011,90.7,42.2,5722,2368,41.4,3354,58.6,5182,90.6
964,1400000US24033802301,37.4,3729,1788,47.9,1941,52.1,3098,83.1,39.6,3996,1893,47.4,2103,52.6,3449,86.3
965,1400000US24033802404,27.3,4524,1912,42.3,2612,57.7,4308,95.2,26.5,4563,1797,39.4,2766,60.6,4180,91.6
966,1400000US24033802405,32.5,4285,1878,43.8,2407,56.2,4086,95.4,38.0,3642,1634,44.9,2008,55.1,3312,90.9
967,1400000US24033802407,,,,,,,,,34.9,4358,1857,42.6,2501,57.4,3966,91.0
968,1400000US24033802408,,,,,,,,,34.7,1658,857,51.7,801,48.3,1349,81.4
969,1400000US24033802501,32.2,3541,1613,45.6,1928,54.4,3332,94.1,35.0,3388,1699,50.1,1689,49.9,3083,91.0
970,1400000US24033802502,30.9,3015,1438,47.7,1577,52.3,2849,94.5,36.1,2703,1492,55.2,1211,44.8,2183,80.8
971,1400000US24033802700,36.5,2669,1295,48.5,1374,51.5,2430,91.0,37.9,2417,1110,45.9,1307,54.1,2121,87.8
972,1400000US24033802803,31.0,4823,2136,44.3,2687,55.7,4579,94.9,33.5,5003,2213,44.2,2790,55.8,4542,90.8
973,1400000US24033802804,31.8,6155,2768,45.0,3387,55.0,5932,96.4,36.1,5574,2513,45.1,3061,54.9,5453,97.8
974,1400000US24033802805,35.0,4801,2247,46.8,2554,53.2,4652,96.9,35.1,4842,2234,46.1,2608,53.9,4631,95.6
975,1400000US24033802901,34.3,4250,1950,45.9,2300,54.1,4090,96.2,35.3,4045,1957,48.4,2088,51.6,3627,89.7
