GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Unmarried-partner households:,Margin of Error; Unmarried-partner households:,Estimate; Unmarried-partner households: - Male householder and male partner,Margin of Error; Unmarried-partner households: - Male householder and male partner,Estimate; Unmarried-partner households: - Male householder and female partner,Margin of Error; Unmarried-partner households: - Male householder and female partner,Estimate; Unmarried-partner households: - Female householder and female partner,Margin of Error; Unmarried-partner households: - Female householder and female partner,Estimate; Unmarried-partner households: - Female householder and male partner,Margin of Error; Unmarried-partner households: - Female householder and male partner,Estimate; All other households,Margin of Error; All other households
1400000US11001009000,11001009000,"Census Tract 90, District of Columbia, District of Columbia",1698,83,33,54,0,13,33,54,0,13,0,13,1665,86
1400000US11001009102,11001009102,"Census Tract 91.02, District of Columbia, District of Columbia",1645,105,114,66,0,13,19,25,13,19,82,54,1531,119
1400000US11001009201,11001009201,"Census Tract 92.01, District of Columbia, District of Columbia",571,66,38,31,0,13,14,15,14,22,10,13,533,76
1400000US11001009203,11001009203,"Census Tract 92.03, District of Columbia, District of Columbia",1072,118,18,21,7,10,11,18,0,13,0,13,1054,121
1400000US11001009204,11001009204,"Census Tract 92.04, District of Columbia, District of Columbia",1258,103,137,90,0,13,93,82,0,13,44,42,1121,126
1400000US11001009301,11001009301,"Census Tract 93.01, District of Columbia, District of Columbia",1204,58,59,61,0,13,15,24,11,17,33,52,1145,77
1400000US11001009302,11001009302,"Census Tract 93.02, District of Columbia, District of Columbia",427,56,16,13,4,6,0,13,0,13,12,13,411,57
1400000US11001009400,11001009400,"Census Tract 94, District of Columbia, District of Columbia",1692,96,157,91,73,76,19,22,13,21,52,64,1535,129
1400000US11001009501,11001009501,"Census Tract 95.01, District of Columbia, District of Columbia",1777,118,85,61,9,14,39,50,0,18,37,31,1692,128
1400000US11001009503,11001009503,"Census Tract 95.03, District of Columbia, District of Columbia",1188,58,24,26,0,13,0,13,9,15,15,22,1164,70
1400000US11001009504,11001009504,"Census Tract 95.04, District of Columbia, District of Columbia",1157,93,33,28,26,25,0,13,7,11,0,13,1124,100
1400000US11001009505,11001009505,"Census Tract 95.05, District of Columbia, District of Columbia",1105,95,47,40,6,11,0,13,0,13,41,37,1058,104
1400000US11001009507,11001009507,"Census Tract 95.07, District of Columbia, District of Columbia",634,22,41,38,9,15,0,13,0,13,32,39,593,46
1400000US11001009508,11001009508,"Census Tract 95.08, District of Columbia, District of Columbia",1448,118,34,25,0,13,15,17,0,13,19,21,1414,116
