OBJECTID,GEO.id,acs_bpl,acs_bplp,acs_bplm,acs_bplf,acs_bplmp,acs_bplfp,acs_mi
897,1400000US24033800513,172,3.2,72,100,2.6,3.9,92074
898,1400000US24033800515,274,7.4,165,109,10.4,5.1,81937
899,1400000US24033800516,199,6.2,112,87,6.8,5.5,81026
900,1400000US24033800517,60,1.2,60,0,2.6,0,142135
901,1400000US24033800518,35,1.2,0,35,0,2.3,157083
902,1400000US24033800520,43,2.1,43,0,5,0,100167
903,1400000US24033800601,99,5.1,34,65,3.4,7,98447
904,1400000US24033800604,96,5.6,0,96,0,9.8,100809
905,1400000US24033800605,155,3.8,87,68,4.9,2.9,102244
906,1400000US24033800606,177,4,50,127,2.4,5.3,77485
907,1400000US24033800607,96,1.7,0,96,0,3,133281
908,1400000US24033800608,61,2,39,22,2.7,1.3,143750
909,1400000US24033800701,17,0.4,17,0,0.8,0,118169
910,1400000US24033800705,42,1,0,42,0,2.1,133485
911,1400000US24033800706,30,0.8,30,0,1.7,0,130147
912,1400000US24033800707,236,8.8,138,98,11.4,6.6,80568
913,1400000US24033800800,107,3.1,64,43,3.4,2.7,111314
914,1400000US24033800900,68,4.3,26,42,3.3,5.4,49643
915,1400000US24033801003,117,3.4,73,44,4.3,2.4,79519
916,1400000US24033801004,50,1.4,0,50,0,2.7,106709
917,1400000US24033801104,0,0,0,0,0,0,52382
918,1400000US24033801207,97,2.4,22,75,1.2,3.4,119087
919,1400000US24033801208,0,0,0,0,0,0,107663
920,1400000US24033801210,51,1.1,0,51,0,1.9,76484
921,1400000US24033801211,131,4.3,23,108,1.6,6.7,93367
922,1400000US24033801212,97,2.9,50,47,3,2.7,89250
923,1400000US24033801213,207,5.9,97,110,6,5.8,77500
924,1400000US24033801214,196,5.1,25,171,1.4,8.2,70375
925,1400000US24033801215,32,1.3,8,24,0.7,1.8,104643
926,1400000US24033801217,80,2.6,16,64,1.1,3.9,97527
927,1400000US24033801302,45,1.6,22,23,1.4,1.8,97714
928,1400000US24033801305,49,0.8,7,42,0.3,1.3,92015
929,1400000US24033801307,53,1.5,10,43,0.6,2.2,132625
930,1400000US24033801309,80,2.5,46,34,2.9,2.1,120030
931,1400000US24033801310,33,0.5,33,0,1,0,126917
932,1400000US24033801311,309,5.7,204,105,8.1,3.6,107287
933,1400000US24033801312,527,14.5,206,321,11.1,18,95750
934,1400000US24033801404,281,6,101,180,4.2,8,81790
935,1400000US24033801405,299,6.1,88,211,4,7.7,62599
936,1400000US24033801406,764,24.3,152,612,12.1,32.3,56285
937,1400000US24033801407,304,5.1,17,287,0.6,9,81067
938,1400000US24033801408,122,3.7,94,28,7.7,1.3,64103
939,1400000US24033801410,66,1.7,17,49,0.9,2.7,106599
940,1400000US24033801411,80,2.3,30,50,1.8,2.7,82056
941,1400000US24033801500,90,4.1,28,62,2.7,5.4,73254
942,1400000US24033801600,263,9.8,79,184,5.9,13.7,50917
943,1400000US24033801701,374,9.9,173,201,10,9.8,72452
944,1400000US24033801704,653,11.5,373,280,13.9,9.4,51340
945,1400000US24033801706,166,10.2,70,96,10.1,10.2,62917
946,1400000US24033801707,803,12.9,281,522,10.3,15,54013
947,1400000US24033801708,147,4.2,69,78,4.3,4.1,57702
948,1400000US24033801802,182,4.8,60,122,3.3,6.1,53550
949,1400000US24033801804,281,14.2,172,109,16.7,11.5,70000
950,1400000US24033801807,520,10.9,198,322,8.7,12.8,62104
951,1400000US24033801808,263,7.3,99,164,5.5,9.1,54276
952,1400000US24033801901,247,5.2,120,127,5.2,5.3,81927
953,1400000US24033801904,217,6.3,45,172,2.5,10.3,63598
954,1400000US24033801905,157,3.3,130,27,5.8,1.1,90262
955,1400000US24033801906,213,9.6,97,116,8.5,10.9,68359
956,1400000US24033801907,355,9.7,144,211,8.5,10.7,60625
957,1400000US24033802001,186,3.3,114,72,4.5,2.4,50414
958,1400000US24033802002,114,3.3,43,71,2.8,3.6,68664
959,1400000US24033802103,26,1,19,7,1.6,0.5,79177
960,1400000US24033802106,545,12.5,327,218,16,9.5,43252
961,1400000US24033802107,365,8.4,217,148,10.6,6.5,50663
962,1400000US24033802201,142,8.2,22,120,3,11.9,50958
963,1400000US24033802204,221,3.9,106,115,4.5,3.4,76500
964,1400000US24033802301,152,3.8,78,74,4.2,3.5,69351
965,1400000US24033802404,850,18.8,338,512,19.3,18.5,47973
966,1400000US24033802405,290,8.1,144,146,8.9,7.4,52836
967,1400000US24033802407,654,15.1,313,341,16.9,13.8,54072
968,1400000US24033802408,364,22,167,197,19.5,24.6,39788
969,1400000US24033802501,253,7.5,105,148,6.2,8.8,52287
970,1400000US24033802502,214,7.9,184,30,12.3,2.5,70061
971,1400000US24033802700,169,7,61,108,5.5,8.3,51563
972,1400000US24033802803,624,12.5,358,266,16.2,9.5,62019
973,1400000US24033802804,331,6,155,176,6.2,5.7,63845
974,1400000US24033802805,824,17.1,345,479,15.5,18.4,52582
975,1400000US24033802901,786,19.4,409,377,20.9,18.1,48077
